PRE_Reason,POST_Reason,fly_name_reference,date,reference_hour,machine_name,CS,US,Dilution,food,region_id,Files,PRE_ROI,POST_ROI,Genotype,Gender,Age,interactor,Training,comment on SD,User,experiment,PRE_1,PRE_2,PRE,POST_1,POST_2,POST,SD_status,interval
,,2021-10-01 (CH)_ROI_17,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH),17,17,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.11,-0.11,0,-0.25,0.14,-0.055,NONE,No_stimulator
,,2021-10-01 (CH)_ROI_18,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH),18,18,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.14,0,0.07,-0.67,-1,-0.835,NONE,No_stimulator
,,2021-10-01 (CH)_ROI_19,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH),19,19,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.14,0,0.07,0,-0.5,-0.25,NONE,No_stimulator
,,2021-10-01 (CH)_ROI_20,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH),20,20,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.11,-0.09,0.01,-0.33,0,-0.165,NONE,No_stimulator
,Machine-override,2021-10-01 (CH1)_ROI_2,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH1),2,2,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,-0.14,-0.14,-0.14,-0.33,-0.5,-0.415,NONE,No_stimulator
,,2021-10-01 (CH1)_ROI_4,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH1),4,4,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,-0.42,0.33,-0.045,0.11,-0.5,-0.195,NONE,No_stimulator
,,2021-10-01 (CH1)_ROI_5,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH1),5,5,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,-0.11,0.14,0.015,-0.11,0.33,0.11,NONE,No_stimulator
,,2021-10-01 (CH1)_ROI_6,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH1),6,6,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.14,0,0.07,-0.33,-0.67,-0.5,NONE,No_stimulator
,,2021-10-01 (CH1)_ROI_7,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH1),7,7,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,-0.5,0.14,-0.18,-0.5,-1,-0.75,NONE,No_stimulator
,,2021-10-01 (CH1)_ROI_9,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH1),9,9,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,-0.11,0.14,0.015,-0.33,0.25,-0.04,NONE,No_stimulator
,Human-override,2021-10-01 (CH1)_ROI_10,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH1),10,10,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0,-0.14,-0.07,-0.5,-1,-0.75,NONE,No_stimulator
,,2021-10-01 (CH1)_ROI_13,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH1),13,13,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0,0.14,0.07,-0.14,0.11,-0.015,NONE,No_stimulator
,,2021-10-01 (CH1)_ROI_14,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH1),14,14,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0,-0.2,-0.1,0,-0.2,-0.1,NONE,No_stimulator
,Machine-override,2021-10-01 (CH1)_ROI_15,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH1),15,15,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.14,0,0.07,-0.25,-0.5,-0.375,NONE,No_stimulator
,Human-override,2021-10-01 (CH1)_ROI_17,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH1),17,17,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,-0.11,0,-0.055,-1,-0.6,-0.8,NONE,No_stimulator
,,2021-10-01 (CH1)_ROI_18,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH1),18,18,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,-0.14,0.2,0.03,-1,-0.14,-0.57,NONE,No_stimulator
,,2021-10-01 (CH1)_ROI_20,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH1),20,20,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.14,-0.14,0,-0.25,-0.5,-0.375,NONE,No_stimulator
,Machine-override,2021-10-01 (CH2)_ROI_2,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH2),2,2,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.42,-0.2,0.11,0,0,0,NONE,No_stimulator
,Machine-override,2021-10-01 (CH2)_ROI_3,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH2),3,3,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.2,0,0.1,NA,-1,-1,NONE,No_stimulator
,,2021-10-01 (CH2)_ROI_4,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH2),4,4,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.14,-0.11,0.015,-0.5,NA,-0.5,NONE,No_stimulator
,Machine-override,2021-10-01 (CH2)_ROI_5,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH2),5,5,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0,0,0,0.2,NA,0.2,NONE,No_stimulator
,,2021-10-01 (CH2)_ROI_6,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH2),6,6,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.11,0,0.055,-0.75,0,-0.375,NONE,No_stimulator
,Machine-override,2021-10-01 (CH2)_ROI_9,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH2),9,9,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0,0,0,-0.33,0,-0.165,NONE,No_stimulator
,,2021-10-01 (CH2)_ROI_15,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH2),15,15,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0,-0.14,-0.07,-0.25,-0.2,-0.225,NONE,No_stimulator
,Machine-override,2021-10-01 (CH2)_ROI_16,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH2),16,16,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0,0.2,0.1,-0.33,-0.33,-0.33,NONE,No_stimulator
,,2021-10-01 (CH2)_ROI_17,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH2),17,17,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,-0.33,0.2,-0.065,-0.2,NA,-0.2,NONE,No_stimulator
,,2021-10-01 (CH2)_ROI_19,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH2),19,19,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,-0.11,-0.11,-0.11,-0.2,-0.09,-0.145,NONE,No_stimulator
,,2021-10-01 (CH2)_ROI_20,,11,,OCT,75V 0Ω,500,NONE,,2021-10-01 (CH2),20,20,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,-0.14,0,-0.07,-0.5,NA,-0.5,NONE,No_stimulator
,,2021-10-03 (CH)_ROI_1,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH),1,1,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0.14,0,0.07,1,-0.33,0.335,NONE,No_stimulator
,,2021-10-03 (CH)_ROI_4,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH),4,4,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0.2,-0.14,0.03,0.33,NA,0.33,NONE,No_stimulator
,,2021-10-03 (CH)_ROI_6,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH),6,6,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0,0,0,0.14,0,0.07,NONE,No_stimulator
,,2021-10-03 (CH)_ROI_7,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH),7,7,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0,0,0,0.2,-033,-0.065,NONE,No_stimulator
,,2021-10-03 (CH)_ROI_8,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH),8,8,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,-0.33,0.14,-0.095,0,0,0,NONE,No_stimulator
,,2021-10-03 (CH)_ROI_11,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH),11,11,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0,0.11,0.055,0.14,0,0.07,NONE,No_stimulator
,,2021-10-03 (CH)_ROI_13,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH),13,13,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,-0.33,0.33,0,-0.33,0.5,0.085,NONE,No_stimulator
,,2021-10-03 (CH)_ROI_14,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH),14,14,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0.11,0.14,0.125,-0.33,0,-0.165,NONE,No_stimulator
,,2021-10-03 (CH)_ROI_15,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH),15,15,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0.14,0.14,0.14,0,0.43,0.215,NONE,No_stimulator
,,2021-10-03 (CH)_ROI_17,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH),17,17,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0.14,0,0.07,0,0.2,0.1,NONE,No_stimulator
,,2021-10-03 (CH)_ROI_18,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH),18,18,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0,0,0,0,0,0,NONE,No_stimulator
,,2021-10-03 (CH)_ROI_19,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH),19,19,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0.27,0,0.135,0.2,0.25,0.225,NONE,No_stimulator
,,2021-10-03 (CH)_ROI_20,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH),20,20,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0,0.14,0.07,-0.11,-0.5,-0.305,NONE,No_stimulator
,,2021-10-03 (CH1)_ROI_2,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH1),2,2,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,-0.11,0,-0.055,-0.14,-0.5,-0.32,NONE,No_stimulator
,,2021-10-03 (CH1)_ROI_3,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH1),3,3,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,-0.14,0.25,0.055,NA,NA,,NONE,No_stimulator
,,2021-10-03 (CH1)_ROI_6,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH1),6,6,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0.11,-0.14,-0.015,1,0,0.5,NONE,No_stimulator
,,2021-10-03 (CH1)_ROI_7,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH1),7,7,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,-0.14,-0.14,-0.14,0,0.14,0.07,NONE,No_stimulator
,,2021-10-03 (CH1)_ROI_9,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH1),9,9,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0,0,0,-0.5,0.14,-0.18,NONE,No_stimulator
,,2021-10-03 (CH1)_ROI_10,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH1),10,10,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0.11,0,0.055,0.33,0.33,0.33,NONE,No_stimulator
,,2021-10-03 (CH1)_ROI_13,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH1),13,13,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0.11,-0.14,-0.015,-0.33,0.2,-0.165,NONE,No_stimulator
,,2021-10-03 (CH1)_ROI_14,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH1),14,14,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0,0.14,0.07,-0.33,0.33,0,NONE,No_stimulator
,?,2021-10-03 (CH1)_ROI_15,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH1),15,15,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0.11,-0.14,-0.015,0,0.2,,NONE,No_stimulator
,?,2021-10-03 (CH1)_ROI_17,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH1),17,17,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,-0.23,0.2,-0.015,-0.09,0.33,,NONE,No_stimulator
,,2021-10-03 (CH1)_ROI_19,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH1),19,19,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0,0.25,0.125,-0.67,-0.2,-0.435,NONE,No_stimulator
,,2021-10-03 (CH2)_ROI_2,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH2),2,2,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0,0.14,0.07,NA,NA,,NONE,No_stimulator
,,2021-10-03 (CH2)_ROI_3,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH2),3,3,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0,-0.14,-0.07,NA,NA,,NONE,No_stimulator
,,2021-10-03 (CH2)_ROI_4,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH2),4,4,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0,0,0,NA,NA,,NONE,No_stimulator
,,2021-10-03 (CH2)_ROI_5,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH2),5,5,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,-0.14,0,-0.07,NA,NA,,NONE,No_stimulator
,,2021-10-03 (CH2)_ROI_6,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH2),6,6,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0,0.11,0.055,0.33,0.6,0.465,NONE,No_stimulator
,,2021-10-03 (CH2)_ROI_7,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH2),7,7,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0,0,0,0,0.14,0.07,NONE,No_stimulator
,,2021-10-03 (CH2)_ROI_9,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH2),9,9,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,-0.14,0.25,0.055,-0.11,0.11,0,NONE,No_stimulator
?,,2021-10-03 (CH2)_ROI_11,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH2),11,11,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,NA,NA,,-0.33,-0.6,-0.465,NONE,No_stimulator
,,2021-10-03 (CH2)_ROI_14,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH2),14,14,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,-0.11,0,-0.055,-0.09,0,-0.045,NONE,No_stimulator
,,2021-10-03 (CH2)_ROI_15,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH2),15,15,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,-0.11,-0.11,-0.11,0.2,-0.6,-0.2,NONE,No_stimulator
,,2021-10-03 (CH2)_ROI_16,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH2),16,16,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0.09,-0.14,-0.025,0.2,0.33,0.265,NONE,No_stimulator
,,2021-10-03 (CH2)_ROI_17,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH2),17,17,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,-0.14,-0.14,-0.14,0,-0.25,-0.125,NONE,No_stimulator
,,2021-10-03 (CH2)_ROI_19,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH2),19,19,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,-0.14,0,-0.07,0.14,0,0.07,NONE,No_stimulator
,,2021-10-03 (CH2)_ROI_20,,11,,OCT,75V 0Ω,500,NONE,,2021-10-03 (CH2),20,20,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0,-0.25,-0.125,0.67,-0.43,0.12,NONE,No_stimulator
,,2021-10-04 (CH)_ROI_2,,11,,OCT,75V 0Ω,500,NONE,,2021-10-04 (CH),2,2,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0,0,0,1,0.5,0.75,NONE,No_stimulator
,,2021-10-04 (CH)_ROI_3,,11,,OCT,75V 0Ω,500,NONE,,2021-10-04 (CH),3,3,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0.2,-0.33,-0.065,1,0.2,0.6,NONE,No_stimulator
,,2021-10-04 (CH)_ROI_6,,11,,OCT,75V 0Ω,500,NONE,,2021-10-04 (CH),6,6,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0.2,0,0.1,0,NA,0,NONE,No_stimulator
,,2021-10-04 (CH)_ROI_7,,11,,OCT,75V 0Ω,500,NONE,,2021-10-04 (CH),7,7,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0,0,0,0.14,-0.14,0,NONE,No_stimulator
,,2021-10-04 (CH)_ROI_8,,11,,OCT,75V 0Ω,500,NONE,,2021-10-04 (CH),8,8,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,-0.11,0,-0.055,1,0.3,0.65,NONE,No_stimulator
,,2021-10-04 (CH)_ROI_9,,11,,OCT,75V 0Ω,500,NONE,,2021-10-04 (CH),9,9,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0.11,0,0.055,0.14,0.5,0.32,NONE,No_stimulator
,,2021-10-04 (CH)_ROI_10,,11,,OCT,75V 0Ω,500,NONE,,2021-10-04 (CH),10,10,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0,0,0,0.43,-0.2,0.115,NONE,No_stimulator
,,2021-10-04 (CH)_ROI_12,,11,,OCT,75V 0Ω,500,NONE,,2021-10-04 (CH),12,12,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0.38,-0.2,0.09,0.5,-0.5,0,NONE,No_stimulator
,,2021-10-04 (CH)_ROI_13,,11,,OCT,75V 0Ω,500,NONE,,2021-10-04 (CH),13,13,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0,0,0,0.2,0,0.1,NONE,No_stimulator
,,2021-10-04 (CH)_ROI_14,,11,,OCT,75V 0Ω,500,NONE,,2021-10-04 (CH),14,14,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,-0.11,-0.11,-0.11,0.5,NA,0.5,NONE,No_stimulator
,,2021-10-04 (CH)_ROI_16,,11,,OCT,75V 0Ω,500,NONE,,2021-10-04 (CH),16,16,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0,0,0,0.33,0,0.165,NONE,No_stimulator
,,2021-10-04 (CH)_ROI_17,,11,,OCT,75V 0Ω,500,NONE,,2021-10-04 (CH),17,17,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0,0.25,0.125,0.14,0.5,0.32,NONE,No_stimulator
,,2021-10-04 (CH)_ROI_18,,11,,OCT,75V 0Ω,500,NONE,,2021-10-04 (CH),18,18,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0.14,0.14,0.14,0.33,0.,0.165,NONE,No_stimulator
,,2021-10-04 (CH1)_ROI_5,,11,,OCT,75V 0Ω,500,NONE,,2021-10-04 (CH1),5,5,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,-0.09,0.2,0.055,-0.2,0,-0.1,NONE,No_stimulator
,,2021-10-04 (CH1)_ROI_7,,11,,OCT,75V 0Ω,500,NONE,,2021-10-04 (CH1),7,7,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0,0.2,0.1,0.6,0,0.3,NONE,No_stimulator
,,2021-10-04 (CH1)_ROI_8,,11,,OCT,75V 0Ω,500,NONE,,2021-10-04 (CH1),8,8,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,-0.14,0.2,0.03,0.2,0,0.1,NONE,No_stimulator
,,2021-10-04 (CH1)_ROI_9,,11,,OCT,75V 0Ω,500,NONE,,2021-10-04 (CH1),9,9,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0,0.11,0.055,0.33,0.5,0.415,NONE,No_stimulator
,,2021-10-04 (CH1)_ROI_13,,11,,OCT,75V 0Ω,500,NONE,,2021-10-04 (CH1),13,13,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,-0.14,-0.11,-0.125,NA,NA,,NONE,No_stimulator
,,2021-10-04 (CH1)_ROI_14,,11,,OCT,75V 0Ω,500,NONE,,2021-10-04 (CH1),14,14,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0.07,0.09,0.08,NA,0.5,0.5,NONE,No_stimulator
,,2021-10-04 (CH1)_ROI_15,,11,,OCT,75V 0Ω,500,NONE,,2021-10-04 (CH1),15,15,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0,0,0,0.43,0,0.215,NONE,No_stimulator
,,2021-10-04 (CH1)_ROI_18,,11,,OCT,75V 0Ω,500,NONE,,2021-10-04 (CH1),18,18,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0.11,0.14,0.125,0.14,0.14,0.14,NONE,No_stimulator
,,2021-10-04 (CH1)_ROI_20,,11,,OCT,75V 0Ω,500,NONE,,2021-10-04 (CH1),20,20,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM unpaired,0.11,0.14,0.125,0,0.2,0.1,NONE,No_stimulator
,,2021-10-02 (CH)_ROI_2,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH),2,2,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.11,0.14,0.125,-0.5,NA,-0.5,NONE,No_stimulator
,,2021-10-02 (CH)_ROI_4,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH),4,4,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0,0.11,0.055,0.33,-0.6,-0.135,NONE,No_stimulator
,,2021-10-02 (CH)_ROI_5,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH),5,5,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,-0.42,0.6,0.09,-0.2,0,-0.1,NONE,No_stimulator
,,2021-10-02 (CH)_ROI_6,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH),6,6,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.33,-0.14,-0.095,-0.2,-0.33,-0.265,NONE,No_stimulator
,,2021-10-02 (CH)_ROI_7,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH),7,7,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.14,0,0.07,-1,-0.2,-0.6,NONE,No_stimulator
,,2021-10-02 (CH)_ROI_8,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH),8,8,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,-0.25,0.07,-0.09,-1,0,-0.5,NONE,No_stimulator
,,2021-10-02 (CH)_ROI_10,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH),10,10,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,-0.14,0,0.07,NA,-0.14,-0.14,NONE,No_stimulator
